193.7;28820;21.573
201.7;28419;33.626
209.7;28013;50.428
217.7;27600;73.134
225.7;27179;103.02
233.7;26749;141.48
241.7;26308;190.03
249.7;25856;250.35
257.7;25390;324.28
265.7;24908;413.9
273.7;24409;521.58
281.7;23890;650.06
289.7;23348;802.63
297.7;22779;983.3
305.7;22177;1197.1
313.7;21537;1450.8
321.7;20850;1753.2
329.7;20102;2117.2
337.7;19277;2562.5
345.7;18342;3121.4
353.7;17240;3855.4
361.7;15834;4909.3
367.7;14311;6194.1
371.7;12467;7919.1
