222.59;26281;398.46
230.59;25594;540.49
238.59;24873;720.36
246.59;24108;946.66
254.59;23289;1230.9
262.59;22400;1589.2
270.59;21414;2046
278.59;20293;2642.1
286.59;18957;3455.8
294.59;17209;4683.2
300.59;15167;6329.7
304.2;10600;10600
