0.835019325;0;
1.050030975;0.018;
1.564964625;0.06;
2.0609505;0.103;
2.758978425;0.164;
3.449001675;0.225;
4.148954775;0.289;
4.836951525;0.355;
5.497995825;0.415;
6.21101985;0.492;
6.84702985;0.562;
7.6030227;0.632;
7.961003925;0.661;
8.05797195;0.696;
0.835019325;0;
1.050030975;0.175;
1.564964625;0.408;
2.0609505;0.535;
2.758978425;0.629;
3.449001675;0.691;
4.148954775;0.727;
4.836951525;0.753;
5.497995825;0.765;
6.21101985;0.782;
6.84702985;0.79;
7.6030227;0.784;
7.961003925;0.768;
8.05797195;0.756;
