0.001;0.006261978;2.503756045
0.002;0.012439501;2.524332314
0.003;0.018532034;2.544904434
0.004;0.024540604;2.565470889
0.005;0.030465859;2.586027317
0.006;0.036308909;2.606563993
0.007;0.042071102;2.627097764
0.008;0.047754033;2.647612148
0.009;0.053359482;2.668113747
0.01;0.058889415;2.688603822
0.011;0.064345983;2.709084722
0.012;0.069730665;2.729557278
0.013;0.075044857;2.750021243
0.014;0.080289781;2.770476119
0.015;0.085466572;2.790916288
0.016;0.090576279;2.811351941
0.017;0.095620294;2.831773437
0.018;0.100599771;2.852184879
0.019;0.105515918;2.872585307
0.02;0.110370105;2.892975393
0.021;0.115164081;2.913344936
0.022;0.119897845;2.933715013
0.023;0.124573018;2.954065916
0.024;0.129190662;2.974422661
0.025;0.133751776;2.994761316
0.026;0.138257362;3.015090211
0.027;0.142708415;3.035408709
0.028;0.147105909;3.055716832
0.029;0.151450794;3.076014854
0.03;0.155743998;3.09630279
0.031;0.159986425;3.116580603
0.032;0.164178961;3.136842162
0.033;0.168322446;3.157103094
0.034;0.172417721;3.177349902
0.035;0.176465609;3.197586343
0.036;0.180466925;3.217812508
0.037;0.18442244;3.238028533
0.038;0.188332924;3.258234596
0.039;0.192199128;3.278430697
0.04;0.196021789;3.298608645
0.041;0.199801613;3.318789752
0.042;0.203539304;3.338956428
0.043;0.207235535;3.359112067
0.044;0.210890994;3.379257157
0.045;0.21450633;3.399392132
0.046;0.218082184;3.419517069
0.047;0.221619185;3.439631985
0.048;0.225117954;3.459727698
0.049;0.228579083;3.479826838
0.05;0.232002104;3.499927277
0.051;0.23539076;3.519990057
0.052;0.23874246;3.540054728
0.053;0.242058806;3.560109272
0.054;0.24534034;3.580153831
0.055;0.248587591;3.600188453
0.056;0.251801075;3.620203723
0.057;0.254981323;3.640221943
0.058;0.258128807;3.660230373
0.059;0.261244004;3.680226426
0.06;0.264327425;3.700211204
0.061;0.267379531;3.720185928
0.062;0.270400779;3.7401509
0.063;0.273391621;3.760106181
0.064;0.276352505;3.780042171
0.065;0.279283852;3.799980865
0.066;0.282186095;3.81990948
0.067;0.285059623;3.839827582
0.068;0.287904879;3.859733086
0.069;0.290722258;3.879628549
0.07;0.293510752;3.899529268
0.071;0.296273529;3.919405525
0.072;0.299009596;3.939262778
0.073;0.301719302;3.95912221
0.074;0.304403027;3.978971706
0.075;0.307061108;3.998812049
0.076;0.309693911;4.018639458
0.077;0.312301789;4.038456952
0.078;0.314885073;4.058264741
0.079;0.317444095;4.078062829
0.08;0.319979194;4.097842372
0.081;0.322490677;4.117622329
0.082;0.324978833;4.137394683
0.083;0.32744402;4.157155697
0.084;0.329886472;4.176907029
0.085;0.332306561;4.196646826
0.086;0.334704551;4.216376978
0.087;0.337080743;4.23608752
0.088;0.339435391;4.255800142
0.089;0.3417688;4.275502549
0.09;0.344081203;4.295197416
0.091;0.346372923;4.314878957
0.092;0.348644143;4.33455525
0.093;0.350895204;4.354218008
0.094;0.353126339;4.373860827
0.095;0.355337786;4.393505619
0.096;0.357529782;4.413141346
0.097;0.359702593;4.432767008
0.098;0.361856417;4.452385146
0.099;0.363991543;4.471992739
0.1;0.36610812;4.491589469
0.101;0.368206471;4.511165401
0.102;0.370286758;4.53074311
0.103;0.372349206;4.550311732
0.104;0.374394057;4.569869954
0.105;0.37642147;4.589420956
0.106;0.37843168;4.608963103
0.107;0.380424916;4.628484406
0.108;0.382401356;4.648004713
0.109;0.384361194;4.66751591
0.11;0.38630463;4.68701801
0.111;0.388231854;4.706511047
0.112;0.390143074;4.725993927
0.113;0.392038428;4.745469574
0.114;0.393918129;4.764936148
0.115;0.39578238;4.784382105
0.116;0.397631326;4.803827279
0.117;0.399465143;4.823263422
0.118;0.401284007;4.842690531
0.119;0.403088111;4.862107224
0.12;0.404877564;4.88151696
0.121;0.406652558;4.90091795
0.122;0.408413271;4.920309414
0.123;0.410159869;4.939680479
0.124;0.411892476;4.95905118
0.125;0.413611255;4.9784129
0.126;0.41531636;4.997765661
0.127;0.41700796;5.017108373
0.128;0.418686151;5.036444035
0.129;0.420351113;5.055770538
0.13;0.422002993;5.075078822
0.131;0.423641942;5.09438445
0.132;0.425268064;5.113681279
0.133;0.426881509;5.132969199
0.134;0.428482436;5.152246871
0.135;0.430070918;5.171517739
0.136;0.431647123;5.190779748
0.137;0.433211187;5.210032378
0.138;0.434763245;5.229266304
0.139;0.436303395;5.248498715
0.14;0.437831764;5.267722277
0.141;0.439348506;5.286935438
0.142;0.440853674;5.306142013
0.143;0.44234744;5.325338513
0.144;0.443829879;5.344528376
0.145;0.445301161;5.363699715
0.146;0.446761368;5.382868163
0.147;0.448210607;5.402027812
0.148;0.449649021;5.421176962
0.149;0.451076646;5.440319714
0.15;0.452493628;5.459453931
0.151;0.45390009;5.478578683
0.152;0.455296167;5.497689196
0.153;0.456681847;5.516792423
0.154;0.458057329;5.535888601
0.155;0.459422714;5.55497421
0.156;0.460778024;5.574053583
0.157;0.462123396;5.593124461
0.158;0.463458941;5.612185969
0.159;0.464784745;5.631238697
0.16;0.466100915;5.650274215
0.161;0.467407517;5.669307298
0.162;0.468704679;5.688329807
0.163;0.469992412;5.707346218
0.164;0.471270849;5.726354181
0.165;0.472540092;5.74535277
0.166;0.473800217;5.764342613
0.167;0.475051325;5.783315977
0.168;0.476293466;5.802286411
0.169;0.477526772;5.821246226
0.17;0.478751237;5.84020006
0.171;0.479966988;5.859145503
0.172;0.481174124;5.878081457
0.173;0.482372708;5.897008787
0.174;0.483562836;5.915920132
0.175;0.484744547;5.934828222
0.176;0.48591797;5.953725757
0.177;0.487083089;5.972617374
0.178;0.48824004;5.991499564
0.179;0.489388876;6.010374214
0.18;0.490529689;6.029239372
0.181;0.491662555;6.048088833
0.182;0.492787511;6.066934873
0.183;0.493904674;6.085770498
0.184;0.495014025;6.104600227
0.185;0.496115684;6.123421284
0.186;0.49720973;6.142233031
