85;9.907515505;85;9.991521175;85;10.29993991;85;10.60842805
86;9.889474651;86;9.972277597;86;10.27829089;86;10.58317086
87;9.870231073;87;9.953034019;87;10.25664186;87;10.55911639
88;9.852190219;88;9.934993164;88;10.23619556;88;10.53626464
89;9.835352088;89;9.91695231;89;10.21574926;89;10.51341289
90;9.817311234;90;9.898911455;90;10.19530296;90;10.49056114
91;9.800473103;91;9.880870601;91;10.17485666;91;10.46891211
92;9.783634972;92;9.86403247;92;10.15561308;92;10.44726309
93;9.766796841;93;9.845991616;93;10.13757222;93;10.42681679
94;9.751161434;94;9.829153485;94;10.11832865;94;10.40516776
95;9.734323303;95;9.813518078;95;10.10028779;95;10.38592418
96;9.718687896;96;9.796679947;96;10.08224694;96;10.36547788
97;9.703052489;97;9.78104454;97;10.06420608;97;10.3462343
98;9.687417082;98;9.765409133;98;10.04736795;98;10.32699073
99;9.672984398;99;9.749773726;99;10.03052982;99;10.30894987
100;9.658551715;100;9.734138319;100;10.01369169;100;10.28970629
