200;0;12010.75842;0.014713199
206.0129826;0;11924.34578;0.006346139
211.9801711;0;11836.29107;0.001538118
217.900799;0.015322849;11746.57351;0.000000044
223.7740781;4.932608757;11655.17778;0.001477294
229.5992007;9.812262621;11562.08052;0.005746315
235.3753348;14.68235775;11467.26115;0.012612142
241.1016242;19.57564194;11370.69725;0.021906868
246.777185;24.53231215;11272.36371;0.033489218
252.4011007;29.60464308;11172.23357;0.047245628
257.9724152;34.86536725;11070.2796;0.06309364
263.4901223;40.42448622;10966.47353;0.080989511
268.9531468;46.46811762;10860.78718;0.100944717
274.3603064;53.37010708;10753.195;0.12306552
279.7102188;62.17711705;10643.68163;0.147676185
285.0009711;77.23960549;10532.27951;0.175993589
290.228491;93.3210527;10419.08946;0.209422991
295.3913752;108.1175431;10304.07845;0.247256735
300.4893557;123.9019921;10187.19032;0.289039276
305.5209998;142.7811338;10068.42989;0.335093896
310.4838242;163.8160814;9947.841202;0.385942709
315.3758368;186.1663561;9825.437407;0.441567378
320.1954723;210.5954877;9701.222647;0.501977793
324.9407859;237.1730007;9575.223752;0.567294602
329.6098113;265.8119388;9447.46417;0.63752593
334.2006374;296.6731497;9317.970836;0.712658536
338.7112862;329.7698797;9186.776072;0.792652608
343.1397893;365.1755482;9053.914332;0.877429345
347.4841587;402.9462796;8919.423957;0.966877277
351.7423975;443.140522;8783.347316;1.060850226
355.9125009;485.8176661;8645.730517;1.159168474
359.9924574;531.0188706;8506.623484;1.261619086
363.9802597;578.7842477;8366.079599;1.367956203
367.8739074;629.1808946;8224.155777;1.477903054
371.6713948;682.2301424;8080.912908;1.591152432
375.3707362;737.9922718;7936.414949;1.707368184
378.9699475;796.4894412;7790.729914;1.826186782
382.4670678;857.7672617;7643.928482;1.947219401
385.8601484;921.8602205;7496.084411;2.070053217
389.1472605;988.7972368;7347.274282;2.194253854
392.326499;1058.607695;7197.578026;2.319367554
395.3959841;1131.319272;7047.077242;2.444923464
398.3538631;1206.959213;6895.857504;2.570437204
401.1983123;1285.550569;6743.997764;2.695407788
403.9275359;1367.113292;6591.591397;2.819331419
406.5397749;1451.668108;6438.722669;2.94169317
409.0333022;1539.239405;6285.479279;3.06197525
411.4064221;1629.840775;6131.946323;3.179658483
413.6574749;1723.494034;5978.208802;3.29422542
415.7848323;1820.222864;5824.34659;3.405162842
417.7868942;1920.049012;5670.435933;3.511964445
419.6620876;2023.001757;5516.545254;3.614133558
421.4088594;2129.118857;5362.731535;3.711185475
423.0256657;2238.45059;5209.038704;3.80264959
424.5109598;2351.068201;5055.484899;3.888071283
425.8631681;2467.077553;4902.059551;3.967013094
427.0806591;2586.621981;4748.69554;4.039055258
428.1616959;2709.948528;4595.245014;4.103795174
429.1043441;2837.431795;4441.410687;4.160844014
429.9063336;2969.764646;4286.603148;4.20982023
430.5647528;3108.280528;4129.600269;4.250332662
431.0754127;3256.205252;3967.307979;4.281942836
431.4309641;3425.969845;3787.527307;4.304049678
431.5213534;3605.38835;3605.38835;4.309681925
